+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                 ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; nios|mm_interconnect_0|out_sps_s1_translator                                                                                                          ; 98    ; 6              ; 16           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|mm_interconnect_0|in_sps_s1_translator                                                                                                           ; 98    ; 6              ; 16           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|mm_interconnect_0|onchip_memory2_0_s1_translator                                                                                                 ; 98    ; 7              ; 4            ; 7              ; 84     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|mm_interconnect_0|nios2_qsys_0_jtag_debug_module_translator                                                                                      ; 98    ; 5              ; 6            ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_translator                                                                                       ; 98    ; 5              ; 17           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|mm_interconnect_0|nios2_qsys_0_instruction_master_translator                                                                                     ; 99    ; 51             ; 0            ; 51             ; 91     ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|mm_interconnect_0|nios2_qsys_0_data_master_translator                                                                                            ; 99    ; 12             ; 0            ; 12             ; 91     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|mm_interconnect_0                                                                                                                                ; 426   ; 0              ; 0            ; 0              ; 352    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|readytotransfer                                                                                                                                  ; 5     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|out_scanner                                                                                                                                      ; 38    ; 24             ; 24           ; 24             ; 40     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|out_sps                                                                                                                                          ; 38    ; 24             ; 24           ; 24             ; 40     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|onchip_memory2_0|the_altsyncram|auto_generated                                                                                                   ; 50    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|onchip_memory2_0                                                                                                                                 ; 53    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_jtag_debug_module_wrapper|the_nios2_nios2_qsys_0_jtag_debug_module_sysclk   ; 43    ; 0              ; 0            ; 0              ; 51     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_jtag_debug_module_wrapper|the_nios2_nios2_qsys_0_jtag_debug_module_tck      ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_jtag_debug_module_wrapper                                                   ; 123   ; 0              ; 0            ; 0              ; 53     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_im                                                                ; 97    ; 36             ; 93           ; 36             ; 48     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_pib                                                               ; 39    ; 20             ; 38           ; 20             ; 19     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_fifo|the_nios2_nios2_qsys_0_oci_test_bench                        ; 36    ; 0              ; 36           ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_fifo|the_nios2_nios2_qsys_0_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_fifo|the_nios2_nios2_qsys_0_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_fifo|the_nios2_nios2_qsys_0_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_fifo                                                              ; 151   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_dtrace|nios2_nios2_qsys_0_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_dtrace                                                            ; 100   ; 0              ; 89           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_itrace                                                            ; 25    ; 17             ; 23           ; 17             ; 87     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_dbrk                                                              ; 85    ; 0              ; 0            ; 0              ; 89     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_xbrk                                                              ; 51    ; 5              ; 48           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_break                                                             ; 52    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_avalon_reg                                                            ; 48    ; 0              ; 28           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_ocimem|nios2_nios2_qsys_0_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_ocimem|nios2_nios2_qsys_0_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_ocimem                                                                ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci|the_nios2_nios2_qsys_0_nios2_oci_debug                                                             ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_nios2_oci                                                                                                    ; 152   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|nios2_nios2_qsys_0_register_bank_b|the_altsyncram|auto_generated                                                                    ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|nios2_nios2_qsys_0_register_bank_b                                                                                                  ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|nios2_nios2_qsys_0_register_bank_a|the_altsyncram|auto_generated                                                                    ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|nios2_nios2_qsys_0_register_bank_a                                                                                                  ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0|the_nios2_nios2_qsys_0_test_bench                                                                                                   ; 263   ; 3              ; 229          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|nios2_qsys_0                                                                                                                                     ; 149   ; 0              ; 31           ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                    ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                              ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                   ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                    ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo                                                                           ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_r|rfifo|auto_generated                                                                                  ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_r                                                                                                       ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                    ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                              ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                                   ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                    ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                                ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo                                                                           ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_w|wfifo|auto_generated                                                                                  ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0|the_nios2_jtag_uart_0_scfifo_w                                                                                                       ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|jtag_uart_0                                                                                                                                      ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|in_scanner                                                                                                                                       ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|in_sps                                                                                                                                           ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|framing_sps                                                                                                                                      ; 6     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|ctrl_scanner                                                                                                                                     ; 38    ; 30             ; 30           ; 30             ; 34     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios|ctrl_sps                                                                                                                                         ; 38    ; 30             ; 30           ; 30             ; 34     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios                                                                                                                                                  ; 21    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s2|mem|prog                                                                                                                                  ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s2|mem|div                                                                                                                                   ; 1     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s2|mem                                                                                                                                       ; 13    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s2|ctrl                                                                                                                                      ; 12    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s2                                                                                                                                           ; 16    ; 1              ; 0            ; 1              ; 19     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s1|mem|prog                                                                                                                                  ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s1|mem|div                                                                                                                                   ; 1     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s1|mem                                                                                                                                       ; 13    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s1|ctrl                                                                                                                                      ; 12    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners|s1                                                                                                                                           ; 16    ; 1              ; 0            ; 1              ; 19     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; scanners                                                                                                                                              ; 12    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|piso|piso                                                                                                                                         ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|piso|counter|bitIdent                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|piso|counter|bitSample                                                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|piso|counter                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|piso                                                                                                                                              ; 12    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|sipo|SIPO                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|sipo|counter|bitIdent                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|sipo|counter|bitSample                                                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|sipo|counter                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|sipo                                                                                                                                              ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps|cdiv                                                                                                                                              ; 1     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sps                                                                                                                                                   ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
